word,similarity,功能,过程,领域
正确处理,0.2489,规范,守法,政治
积累,0.2489,规范,立法,科技
党史,0.2489,合法性,立法,政治
南京市,0.2486,规范,执法,环保
力量,0.2486,秩序,司法,社会
进校园,0.2486,规范,守法,科技
亟须,0.2486,规范,司法,社会
新华社,0.2485,规范,司法,国际
行政权,0.2484,合法性,立法,政治
教训,0.2484,秩序,守法,政治
各,0.2484,规范,执法,政治
史,0.2483,规范,立法,科技
公权力,0.2483,规范,司法,政治
长效机制,0.2482,规范,守法,社会
政府职能,0.2481,规范,执法,经济
十四届,0.2481,规范,立法,经济
修正,0.248,合法性,立法,社会
校长,0.2478,规范,执法,科技
犯罪分子,0.2477,合法性,执法,社会
引入,0.2476,规范,司法,环保
配合,0.2476,秩序,执法,环保
认真贯彻,0.2474,规范,司法,政治
纠纷,0.2474,规范,司法,社会
定型,0.2474,规范,立法,政治
较为,0.2473,规范,执法,经济
学术研究,0.2472,合法性,立法,政治
中央宣传部,0.2471,规范,司法,社会
效能,0.2471,规范,执法,科技
另一方面,0.2471,规范,司法,社会
不断深入,0.2471,规范,司法,经济
一次,0.247,合法性,执法,科技
三者,0.247,规范,守法,社会
介入,0.247,合法性,执法,社会
纠正,0.2469,规范,司法,政治
有益,0.2468,规范,立法,社会
意见,0.2467,规范,立法,经济
突出位置,0.2467,规范,执法,政治
守信,0.2467,规范,守法,社会
是从,0.2467,合法性,立法,科技
有效,0.2466,规范,司法,社会
市委,0.2466,合法性,执法,经济
要带头,0.2465,规范,守法,政治
没有,0.2465,合法性,执法,经济
革命,0.2465,规范,执法,科技
裁决,0.2465,合法性,司法,政治
指导意义,0.2463,合法性,立法,经济
事项,0.2463,合法性,执法,社会
常务副,0.2462,合法性,司法,经济
联合,0.2461,规范,执法,科技
主导,0.246,合法性,立法,社会
与时俱进,0.246,规范,立法,政治
必然,0.246,规范,守法,社会
如鸟,0.2458,规范,守法,科技
清理,0.2458,规范,执法,环保
政治责任,0.2457,规范,守法,政治
原有,0.2457,秩序,执法,环保
鲜活,0.2457,规范,司法,社会
理政中,0.2457,规范,立法,政治
裁判,0.2457,合法性,司法,国际
人格权,0.2456,合法性,司法,社会
大多,0.2455,规范,立法,环保
违法犯罪,0.2454,规范,执法,社会
个人信息,0.2453,规范,司法,环保
出台,0.2453,规范,立法,经济
最高检,0.2452,规范,司法,政治
理顺,0.2452,规范,执法,科技
捍卫者,0.2452,秩序,守法,政治
发言,0.2451,秩序,立法,国际
民主,0.245,合法性,立法,政治
惩治,0.245,规范,司法,社会
有力,0.2449,规范,司法,经济
执行力,0.2448,合法性,守法,政治
能力,0.2448,规范,执法,科技
原来,0.2447,规范,执法,环保
一套,0.2447,规范,司法,环保
因此,0.2446,规范,守法,社会
坚决贯彻,0.2446,合法性,司法,政治
公正,0.2446,秩序,司法,政治
公共秩序,0.2446,秩序,守法,社会
此外,0.2446,规范,执法,环保
党的政策,0.2445,规范,守法,科技
必不可少,0.2445,规范,执法,科技
执纪,0.2444,规范,执法,政治
法之必行,0.2444,规范,守法,社会
省办,0.2443,合法性,守法,科技
文件,0.2442,合法性,司法,环保
投诉,0.2442,规范,执法,环保
维护,0.2441,秩序,司法,政治
美德,0.244,规范,守法,社会
建章立制,0.244,规范,立法,政治
防线,0.244,秩序,司法,社会
产权保护,0.244,规范,司法,经济
履行,0.2439,规范,司法,政治
领导核心,0.2438,合法性,守法,政治
法学会,0.2438,规范,司法,社会
明确,0.2437,规范,司法,社会
警察,0.2437,秩序,执法,国际
亟待,0.2437,规范,执法,科技
从业人员,0.2437,规范,执法,社会
乡贤,0.2435,规范,守法,社会
从业,0.2435,规范,守法,国际
合规,0.2434,规范,守法,环保
中国式,0.2433,规范,立法,经济
相辅相成,0.2433,规范,守法,经济
提供,0.2433,规范,司法,社会
各个方面,0.2433,规范,立法,政治
由于,0.2431,规范,执法,环保
江西省,0.2431,规范,司法,环保
方针政策,0.2431,合法性,立法,政治
源头,0.2429,规范,执法,环保
文化公园,0.2429,规范,立法,科技
重要依据,0.2428,合法性,守法,社会
交警,0.2427,规范,执法,环保
开好局,0.2426,规范,立法,经济
张德江,0.2425,规范,立法,科技
四川省,0.2425,规范,司法,科技
江必新,0.2424,合法性,司法,社会
规则,0.2424,规范,执法,国际
组成,0.2422,合法性,立法,环保
国务院办公厅,0.2422,规范,执法,经济
公平正义,0.2419,秩序,司法,社会
平安,0.2418,秩序,司法,社会
矛盾,0.2417,合法性,司法,社会
英烈,0.2416,秩序,立法,社会
思想认识,0.2416,规范,司法,政治
决策,0.2416,合法性,立法,政治
文物,0.2415,规范,立法,科技
社会保障,0.2415,规范,立法,经济
爱国者,0.2415,秩序,守法,政治
源自,0.2414,合法性,执法,科技
中心,0.2412,规范,司法,科技
中共中央,0.2412,规范,立法,经济
流程,0.2412,规范,执法,环保
枫桥,0.241,规范,司法,社会
载体,0.2409,规范,立法,科技
乱象,0.2409,规范,执法,社会
公信力,0.2409,合法性,司法,政治
飞跃,0.2407,合法性,立法,科技
不要,0.2407,合法性,立法,政治
网络,0.2405,规范,司法,社会
扫黑,0.2405,秩序,司法,社会
政治,0.2404,合法性,执法,政治
科学决策,0.2404,合法性,立法,政治
以往,0.2403,规范,执法,科技
讲授,0.2403,合法性,守法,科技
研究院,0.2402,规范,执法,科技
兴藏,0.2402,规范,守法,社会
人民警察,0.2402,规范,执法,社会
国有资产,0.2402,规范,立法,社会
司法公开,0.2401,规范,司法,社会
教育部门,0.2401,规范,执法,环保
陈文清,0.24,规范,司法,政治
坚实基础,0.2399,秩序,立法,经济
软法,0.2394,合法性,守法,经济
总揽全局,0.2393,合法性,立法,政治
徐,0.2393,规范,司法,环保
刑事案件,0.2392,规范,司法,社会
师资,0.2391,规范,执法,科技
广东省,0.2389,规范,司法,科技
密织,0.2388,规范,司法,社会
兼职,0.2388,规范,司法,环保
终结,0.2387,合法性,司法,社会
镇,0.2387,规范,执法,环保
强化,0.2387,规范,执法,科技
开展,0.2387,规范,执法,环保
国家主权,0.2387,秩序,司法,政治
筑牢,0.2386,规范,守法,政治
只能,0.2386,规范,执法,国际
一整套,0.2386,规范,司法,社会
科学,0.2386,规范,守法,科技
解释,0.2386,合法性,司法,经济
严密,0.2385,规范,执法,政治
香港特区,0.2385,合法性,立法,国际
检察机关,0.2385,规范,司法,政治
避免,0.2385,规范,执法,环保
检察工作,0.2384,规范,司法,政治
深化,0.2383,规范,司法,政治
笼子,0.2383,规范,守法,政治
课程体系,0.2382,规范,立法,科技
申请,0.2381,合法性,司法,国际
总理,0.238,合法性,立法,经济
之网,0.238,规范,司法,社会
现代化,0.238,秩序,立法,经济
处,0.238,秩序,执法,国际
常常,0.238,规范,执法,环保
编制,0.238,规范,执法,环保
司法权威,0.2379,合法性,司法,社会
力度,0.2379,规范,执法,科技
法庭,0.2379,合法性,司法,国际
淡薄,0.2379,规范,守法,环保
充分认识,0.2379,合法性,司法,政治
成立,0.2379,规范,司法,科技
威严,0.2378,秩序,守法,政治
述法,0.2378,合法性,守法,环保
实施,0.2378,规范,执法,科技
拒绝,0.2378,合法性,司法,环保
主持人,0.2377,规范,执法,科技
吸收,0.2377,合法性,立法,社会
发展史,0.2377,合法性,守法,经济
一部,0.2376,合法性,立法,社会
授权,0.2376,合法性,执法,国际
由乱,0.2375,合法性,立法,经济
一堂,0.2374,合法性,守法,科技
监督权,0.2374,合法性,立法,政治
审理,0.2372,合法性,司法,国际
干警,0.2372,规范,司法,政治
自律,0.237,规范,守法,政治
按照,0.237,规范,司法,社会
信仰,0.2369,秩序,守法,政治
制作,0.2367,规范,执法,环保
起好步,0.2366,秩序,立法,经济
之义,0.2365,规范,守法,社会
应急,0.2365,规范,执法,环保
三级,0.2365,规范,执法,科技
登记,0.2364,规范,执法,国际
杨,0.2362,规范,司法,环保
街道,0.2362,规范,执法,环保
调解员,0.2361,合法性,司法,社会
相结合,0.236,规范,司法,社会
第一次,0.236,合法性,执法,国际
书记,0.2359,规范,执法,环保
开门,0.2358,合法性,立法,环保
意志,0.2357,合法性,立法,政治
伤害,0.2357,合法性,司法,社会
纲要,0.2357,规范,立法,经济
才,0.2356,秩序,守法,科技
调解,0.2355,合法性,司法,社会
深化改革,0.2354,规范,守法,经济
专家,0.2351,合法性,立法,科技
受理,0.2351,合法性,司法,国际
和谐,0.2351,秩序,守法,社会
说,0.235,秩序,执法,环保
人才辈出,0.235,秩序,守法,科技
混乱,0.235,秩序,执法,社会
边,0.2349,规范,执法,科技
有法不依,0.2348,合法性,守法,环保
违纪,0.2348,规范,执法,政治
否则,0.2347,合法性,司法,政治
采取,0.2347,规范,执法,社会
证据,0.2346,合法性,司法,国际
基本规律,0.2346,规范,守法,科技
港独,0.2346,合法性,司法,社会
一国两制,0.2345,秩序,立法,经济
重要性,0.2344,规范,执法,政治
密码,0.2344,规范,立法,社会
密不可分,0.2344,秩序,守法,经济
贯穿,0.2344,规范,立法,政治
中华,0.2343,规范,司法,科技
考评,0.2343,规范,执法,环保
民,0.2342,合法性,立法,社会
做法,0.2341,秩序,立法,社会
忠诚,0.2341,规范,守法,政治
历来,0.2341,秩序,守法,政治
明确提出,0.234,规范,司法,社会
澳门特别行政区,0.234,秩序,立法,国际
校园,0.2339,规范,司法,社会
网络安全,0.2338,规范,守法,科技
后备力量,0.2338,合法性,立法,科技
传染病,0.2338,合法性,执法,国际
智力,0.2337,规范,司法,科技
手段,0.2337,规范,执法,科技
标准,0.2337,规范,执法,环保
互鉴,0.2336,规范,守法,国际
运作,0.2335,规范,执法,国际
分配,0.2335,规范,立法,经济
内在,0.2334,规范,守法,社会
形成,0.2333,规范,守法,社会
开始,0.2333,规范,立法,环保
财产权,0.2333,合法性,司法,社会
宣传员,0.2332,规范,守法,环保
四川省委,0.2331,规范,立法,科技
德,0.2331,合法性,守法,国际
组成部分,0.233,规范,立法,经济
日起,0.233,规范,执法,国际
马克思主义,0.233,合法性,守法,政治
管辖,0.233,合法性,司法,经济
伟力,0.2329,秩序,司法,政治
认定,0.2329,规范,执法,国际
十八,0.2328,规范,司法,科技
扰乱,0.2328,秩序,执法,国际
江苏省,0.2327,规范,司法,环保
忠于国家,0.2326,规范,守法,政治
质效,0.2326,规范,司法,科技
判断是非,0.2326,合法性,守法,政治
妇女儿童,0.2326,规范,司法,社会
第二次,0.2326,合法性,执法,科技
优秀,0.2325,规范,司法,科技
突发,0.2324,合法性,执法,科技
确认,0.2324,合法性,执法,国际
妨碍,0.2324,秩序,执法,社会
中国国情,0.2323,合法性,立法,社会
行使权力,0.2322,合法性,守法,政治
所以,0.2322,规范,守法,社会
准入,0.2321,规范,执法,环保
论衡,0.2321,合法性,立法,经济
政策,0.232,规范,执法,经济
弥补,0.232,规范,执法,社会
公众,0.232,规范,立法,社会
组建,0.2319,规范,司法,科技
税务,0.2318,规范,执法,科技
严格遵守,0.2317,规范,守法,政治
循法,0.2317,规范,守法,社会
浸润,0.2317,规范,守法,科技
中国化,0.2316,规范,守法,政治
中,0.2315,规范,执法,科技
社会转型,0.2315,秩序,守法,社会
救助,0.2315,规范,司法,社会
不容,0.2315,秩序,司法,社会
弱则,0.2314,规范,守法,科技
教育部,0.2314,规范,司法,科技
祖国统一,0.2313,秩序,立法,政治
征信,0.2313,规范,司法,科技
找法,0.2313,规范,守法,社会
有权,0.2313,合法性,执法,政治
透明,0.2313,规范,执法,社会
种子,0.2312,规范,立法,科技
医闹,0.2312,秩序,司法,社会
后果,0.2312,合法性,执法,社会
时代特色,0.231,合法性,立法,社会
清明,0.231,规范,守法,环保
吉炳轩,0.231,规范,立法,科技
海南省,0.231,规范,司法,环保
环境,0.2309,规范,执法,经济
制订,0.2308,规范,立法,环保
市县,0.2308,规范,执法,环保
二十,0.2308,合法性,执法,经济
以案,0.2307,规范,司法,政治
深入,0.2307,规范,执法,科技
规制,0.2306,规范,司法,经济
两手,0.2305,规范,守法,经济
贵州省,0.2305,规范,司法,环保
设置,0.2304,规范,司法,环保
正气,0.2303,规范,守法,政治
对党,0.2303,合法性,守法,政治
中心组,0.2301,合法性,立法,政治
知情权,0.2301,合法性,司法,社会
涉法,0.23,合法性,司法,社会
至今,0.2299,秩序,司法,国际
确立,0.2299,规范,立法,政治
列为,0.2299,合法性,立法,经济
还应,0.2299,规范,守法,社会
以前,0.2298,规范,执法,环保
可以,0.2298,合法性,司法,环保
崇法,0.2298,规范,守法,社会
测绘,0.2298,规范,执法,科技
何,0.2297,规范,司法,科技
事务,0.2296,秩序,执法,政治
环节,0.2296,规范,守法,环保
不再,0.2296,合法性,执法,环保
手笔,0.2295,秩序,守法,科技
德育,0.2295,规范,守法,科技
充分发挥,0.2295,规范,司法,社会
职务犯罪,0.2293,规范,司法,社会
起,0.2293,规范,执法,科技
旗帜鲜明,0.2293,合法性,守法,政治
告诉,0.2293,规范,立法,环保
办,0.2293,规范,执法,科技
治港,0.2292,合法性,守法,政治
生态,0.2292,规范,司法,环保
经济学,0.2292,合法性,立法,经济
任职,0.2291,合法性,司法,政治
曹建明,0.2291,规范,司法,政治
运行,0.229,规范,执法,经济
讲师团,0.2289,合法性,立法,科技
之中,0.2288,合法性,立法,社会
李,0.2288,规范,立法,环保
讲清楚,0.2288,合法性,守法,政治
各类,0.2288,规范,司法,社会
严重危害,0.2287,秩序,执法,社会
认识,0.2287,规范,司法,政治
机构,0.2287,规范,司法,国际
河北省,0.2287,规范,执法,环保
注意,0.2286,规范,立法,国际
缺乏,0.2286,规范,执法,社会
从严治党,0.2286,规范,守法,政治
新疆维吾尔自治区,0.2285,规范,执法,社会
郑,0.2284,规范,执法,经济
印发,0.2284,规范,执法,环保
当时,0.2284,合法性,立法,国际
春风化雨,0.2284,规范,守法,政治
诸多,0.2283,秩序,执法,国际
相衔接,0.2283,规范,立法,社会
日至,0.2283,秩序,执法,国际
湖南省,0.2283,规范,司法,科技
单一,0.2283,规范,执法,经济
崇德,0.2283,规范,守法,社会
浙江省,0.2282,规范,执法,科技
要求,0.2282,规范,司法,政治
全面,0.2282,规范,司法,政治
经历,0.2282,秩序,执法,科技
还要,0.2282,规范,执法,环保
尤为重要,0.2281,秩序,守法,社会
具体,0.2281,规范,立法,社会
反映,0.2281,规范,立法,社会
有待,0.228,规范,执法,社会
道路交通,0.228,规范,执法,环保
带头,0.228,规范,守法,政治
澳,0.228,合法性,执法,国际
双语,0.2279,规范,司法,国际
省,0.2279,规范,执法,环保
如,0.2279,规范,司法,科技
处理,0.2279,规范,执法,环保
专业人才,0.2278,规范,立法,科技
友善,0.2278,秩序,守法,社会
还是,0.2278,合法性,执法,经济
宗教,0.2276,秩序,守法,政治
锐评,0.2276,规范,司法,社会
准则,0.2275,规范,守法,政治
先后,0.2275,规范,司法,国际
农村,0.2275,规范,执法,经济
经验交流,0.2275,规范,立法,国际
不彰,0.2275,合法性,守法,政治
以党,0.2274,规范,守法,政治
外来,0.2274,规范,立法,社会
事关,0.2274,秩序,立法,社会
联系点,0.2274,规范,立法,社会
党中央,0.2273,规范,立法,政治
还,0.2272,规范,执法,环保
作出,0.227,合法性,立法,国际
外,0.227,规范,执法,环保
于行,0.2269,规范,守法,政治
立即,0.2269,合法性,执法,国际
审判权,0.2268,合法性,司法,政治
交流,0.2267,秩序,执法,国际
建构,0.2267,秩序,立法,社会
各级,0.2267,规范,守法,社会
请,0.2266,规范,司法,国际
坚强,0.2266,秩序,司法,政治
浙江省委,0.2265,规范,立法,经济
依法严惩,0.2265,秩序,司法,社会
内部,0.2263,规范,执法,政治
进社区,0.2263,规范,守法,社会
中华民族,0.2262,秩序,守法,政治
引导,0.2261,规范,守法,社会
娃娃,0.226,规范,守法,环保
特赦,0.226,合法性,司法,社会
知识,0.2259,规范,守法,科技
召开,0.2259,规范,立法,经济
信法,0.2259,合法性,守法,社会
适当,0.2259,规范,立法,社会
合同,0.2259,规范,执法,环保
有人,0.2258,秩序,执法,社会
后来,0.2258,规范,守法,环保
大讲堂,0.2258,规范,守法,科技
有些,0.2257,规范,执法,环保
改进,0.2257,规范,立法,科技
心理,0.2255,规范,司法,社会
靠法,0.2255,规范,守法,社会
人大代表,0.2254,规范,立法,科技
第三,0.2254,秩序,司法,国际
实效性,0.2253,规范,立法,政治
局面,0.2253,秩序,守法,经济
共治,0.2252,规范,守法,社会
大力开展,0.2252,规范,司法,环保
常态,0.2252,规范,执法,环保
只有,0.2251,秩序,立法,科技
乡镇,0.2251,规范,执法,环保
市长,0.2249,秩序,执法,经济
后,0.2249,规范,司法,环保
党委书记,0.2249,规范,司法,科技
生命财产,0.2248,秩序,执法,社会
内化,0.2248,规范,守法,政治
创新性,0.2245,规范,立法,科技
福建省,0.2244,规范,司法,经济
而治,0.2243,合法性,守法,科技
中央全会,0.2242,合法性,立法,环保
中共中央办公厅,0.2242,规范,司法,政治
着重,0.2242,规范,立法,政治
一再,0.2242,合法性,司法,政治
民主权利,0.2242,合法性,立法,政治
坚定性,0.2241,合法性,守法,政治
维系,0.224,秩序,司法,社会
井然有序,0.224,秩序,守法,国际
精华,0.224,秩序,立法,科技
收到,0.2239,合法性,司法,环保
既有,0.2239,规范,司法,科技
和谐社会,0.2239,规范,守法,社会
指导性,0.2238,规范,立法,政治
昌盛,0.2238,秩序,守法,科技
乡,0.2237,规范,执法,环保
庭审,0.2237,合法性,司法,国际
反馈,0.2237,规范,执法,环保
侵害,0.2236,规范,司法,社会
从事,0.2236,规范,立法,科技
模式,0.2235,规范,执法,科技
成都市,0.2235,规范,执法,环保
财税,0.2235,规范,司法,科技
知识产权,0.2234,规范,司法,科技
遭到,0.2234,合法性,执法,国际
有机,0.2234,规范,司法,经济
观念,0.2234,规范,守法,社会
牵头,0.2232,规范,执法,科技
既,0.2232,规范,司法,社会
公安机关,0.2232,规范,执法,社会
现实意义,0.2231,合法性,立法,经济
立足于,0.2231,合法性,立法,科技
警务,0.2231,规范,执法,环保
基础理论,0.2231,规范,守法,科技
状况,0.223,规范,执法,社会
物质,0.223,合法性,立法,经济
三中,0.223,规范,立法,经济
清廉,0.223,规范,守法,政治
专题,0.2229,规范,立法,科技
审结,0.2229,规范,司法,社会
范畴,0.2229,合法性,立法,社会
安徽省,0.2229,规范,执法,科技
时代,0.2228,规范,立法,科技
逐步,0.2227,规范,司法,经济
协会,0.2227,规范,立法,国际
存在,0.2227,规范,执法,政治
场所,0.2227,规范,执法,社会
刚性,0.2226,规范,执法,环保
成熟,0.2226,规范,立法,国际
根本,0.2225,秩序,司法,政治
重庆市,0.2224,规范,司法,环保
执业,0.2224,规范,司法,国际
漫画,0.2224,规范,立法,环保
做到,0.2222,规范,守法,政治
邀请,0.2221,合法性,立法,国际
类似,0.2221,规范,执法,环保
来,0.222,秩序,立法,科技
环境保护,0.222,规范,执法,环保
以权,0.2219,规范,守法,政治
部门,0.2219,规范,执法,环保
北京市,0.2219,规范,执法,科技
严肃,0.2218,规范,执法,政治
系统,0.2218,规范,司法,科技
区,0.2218,规范,司法,科技
经常,0.2218,规范,守法,环保
郭声琨,0.2218,规范,执法,政治
除恶,0.2218,秩序,司法,社会
基本原理,0.2217,秩序,守法,政治
薄弱,0.2217,规范,执法,科技
滞后,0.2216,规范,执法,经济
一个,0.2214,秩序,司法,科技
严守,0.2214,规范,守法,政治
辖区,0.2214,规范,执法,环保
人格,0.2214,规范,守法,政治
上,0.2213,规范,执法,科技
党的建设,0.2213,规范,立法,政治
部署,0.2213,规范,立法,政治
重点,0.2212,规范,执法,科技
反分裂,0.2212,秩序,执法,政治
之魂,0.2211,规范,守法,科技
彭,0.2211,规范,司法,经济
加大,0.221,规范,执法,科技
文化,0.2209,规范,司法,科技
如下,0.2209,规范,司法,国际
生态环境,0.2208,规范,执法,环保
弘扬,0.2208,秩序,守法,社会
步骤,0.2208,规范,司法,科技
无法,0.2207,合法性,司法,社会
事实,0.2207,合法性,司法,社会
甚至,0.2207,合法性,司法,政治
令,0.2207,合法性,司法,经济
侵犯,0.2206,合法性,司法,社会
安宁,0.2206,秩序,执法,社会
一旦,0.2204,合法性,执法,环保
实际上,0.2204,合法性,立法,社会
统,0.2203,合法性,守法,社会
入心,0.2203,规范,守法,政治
抛物,0.2203,规范,执法,环保
打下,0.2203,秩序,立法,经济
错误,0.2203,合法性,司法,政治
常州,0.2203,规范,执法,环保
滥用,0.2201,规范,执法,政治
自信,0.22,合法性,守法,政治
要,0.22,规范,守法,科技
男女平等,0.2199,规范,守法,社会
犯罪,0.2199,秩序,执法,社会
通常,0.2198,合法性,司法,环保
需要,0.2197,规范,立法,科技
核心作用,0.2197,秩序,守法,政治
研究员,0.2196,秩序,立法,科技
日益完善,0.2196,规范,立法,经济
权,0.2196,规范,执法,国际
明法,0.2196,规范,守法,政治
依纪,0.2195,规范,执法,政治
效率,0.2195,规范,执法,科技
公证,0.2195,规范,司法,国际
整理,0.2194,规范,司法,国际
中华文明,0.2193,合法性,立法,科技
义务,0.2193,规范,执法,社会
还会,0.2193,规范,执法,环保
督察,0.2193,合法性,执法,环保
质疑,0.2192,合法性,执法,国际
软环境,0.2192,规范,守法,科技
发言人,0.2192,合法性,立法,国际
自我管理,0.2191,规范,守法,社会
意义,0.2191,合法性,立法,政治
暴力,0.2191,秩序,执法,社会
国际法,0.219,秩序,司法,国际
政治权利,0.2189,合法性,司法,社会
张洋,0.2189,规范,执法,社会
拥护,0.2189,合法性,守法,政治
为主,0.2189,规范,执法,科技
即,0.2189,合法性,司法,国际
之后,0.2188,合法性,司法,国际
维权,0.2186,规范,司法,国际
继承,0.2186,秩序,司法,科技
应,0.2185,规范,执法,社会
一是,0.2185,规范,立法,经济
会见,0.2185,合法性,立法,国际
指南,0.2184,规范,立法,国际
交往,0.2184,秩序,立法,政治
逾越,0.2183,合法性,守法,政治
网上,0.2183,规范,执法,国际
守规矩,0.2183,规范,守法,政治
光明,0.2183,秩序,执法,科技
治校,0.2182,规范,守法,政治
信访工作,0.2181,规范,司法,政治
固,0.2181,规范,立法,政治
疏导,0.2179,规范,执法,社会
崭新,0.2178,秩序,立法,科技
他律,0.2178,规范,守法,科技
实践性,0.2178,合法性,立法,政治
着力,0.2177,规范,司法,科技
主动性,0.2176,规范,守法,社会
界定,0.2176,规范,立法,社会
正本清源,0.2175,规范,守法,政治
认证,0.2175,规范,执法,国际
讨薪,0.2174,合法性,执法,社会
夯实,0.2174,规范,立法,科技
组织,0.2173,规范,执法,国际
压法,0.2173,规范,守法,政治
首要任务,0.2173,秩序,立法,政治
而且,0.2173,规范,守法,经济
办网,0.2173,规范,守法,科技
政法系统,0.2172,规范,司法,政治
风波,0.2171,合法性,执法,国际
审慎,0.217,规范,执法,经济
民间,0.217,规范,立法,社会
课堂教学,0.217,规范,司法,科技
璁,0.217,规范,司法,社会
涉企,0.2169,规范,执法,社会
官网,0.2169,规范,司法,国际
综合治理,0.2168,规范,执法,环保
全面实施,0.2168,规范,立法,科技
共同,0.2168,秩序,司法,国际
大力,0.2168,规范,守法,科技
信仰者,0.2167,秩序,守法,政治
顶层,0.2167,规范,立法,科技
开设,0.2166,规范,司法,环保
应诉,0.2165,合法性,司法,经济
严重,0.2165,秩序,执法,政治
案例,0.2165,规范,司法,环保
临时,0.2164,秩序,执法,国际
践踏,0.2164,秩序,司法,社会
应从,0.2163,规范,守法,政治
伟业,0.2163,规范,守法,科技
报告,0.2163,规范,立法,经济
因而,0.2162,合法性,守法,社会
面向,0.2162,规范,立法,科技
破坏,0.2161,秩序,执法,政治
全,0.216,规范,守法,社会
明显提高,0.216,规范,守法,社会
经过,0.216,规范,执法,国际
开放性,0.2159,合法性,立法,国际
宗教界,0.2158,秩序,守法,政治
别的,0.2158,合法性,立法,环保
阻力,0.2156,合法性,立法,经济
中央政府,0.2156,秩序,立法,社会
特殊性,0.2156,合法性,司法,社会
八五,0.2156,合法性,立法,科技
原则,0.2155,秩序,司法,政治
日电,0.2155,规范,执法,国际
历史进程,0.2154,合法性,守法,经济
入脑,0.2153,规范,守法,政治
契约,0.2153,秩序,守法,社会
队伍,0.2153,规范,执法,科技
立案,0.2152,规范,司法,政治
在京举行,0.2151,规范,司法,科技
严,0.2151,规范,守法,政治
题,0.2151,规范,守法,社会
戒尺,0.2151,规范,守法,政治
集中体现,0.215,规范,司法,政治
产权制度,0.215,规范,立法,经济
一位,0.2149,规范,守法,科技
徐隽,0.2149,规范,司法,社会
强国,0.2149,规范,守法,科技
立法会,0.2149,合法性,立法,国际
健康,0.2149,规范,司法,环保
参与,0.2149,规范,守法,社会
难以,0.2148,合法性,执法,社会
高举,0.2148,秩序,执法,政治
辅导员,0.2148,规范,司法,科技
直观,0.2147,规范,执法,环保
违反,0.2146,规范,执法,政治
科技,0.2146,规范,司法,科技
资源,0.2144,规范,执法,科技
治,0.2143,秩序,守法,社会
以为,0.2143,合法性,守法,政治
缺一不可,0.2143,合法性,守法,科技
理性,0.2142,规范,守法,社会
监狱,0.2142,合法性,司法,政治
各个,0.2142,规范,立法,科技
反腐败,0.2142,合法性,执法,政治
法院,0.2142,合法性,司法,社会
多元,0.2142,规范,司法,社会
学科建设,0.2141,规范,立法,科技
两大,0.2141,秩序,司法,经济
之外,0.214,合法性,执法,环保
市政府,0.214,合法性,立法,环保
培训,0.214,规范,执法,环保
一段,0.2139,规范,执法,科技
涉,0.2139,规范,司法,社会
共享,0.2139,秩序,守法,科技
代表,0.2139,合法性,立法,科技
专业化,0.2138,规范,司法,科技
诉讼,0.2138,规范,司法,社会
技术手段,0.2138,规范,司法,科技
转型期,0.2137,秩序,守法,社会
重任,0.2137,规范,守法,科技
致远,0.2137,秩序,守法,经济
防止,0.2137,规范,执法,政治
第二个,0.2137,合法性,立法,科技
素养,0.2136,规范,守法,社会
港澳,0.2136,规范,立法,国际
智治,0.2135,规范,司法,科技
铸牢,0.2134,规范,守法,政治
以言代法,0.2134,合法性,守法,政治
行动指南,0.2134,合法性,立法,政治
解决矛盾,0.2134,合法性,司法,政治
非法,0.2134,合法性,执法,环保
独立,0.2133,合法性,执法,国际
中华文化,0.2132,合法性,司法,科技
日,0.2132,秩序,执法,国际
决议,0.2132,合法性,立法,国际
经济基础,0.2132,秩序,司法,经济
解说词,0.2132,合法性,司法,国际
方式,0.2132,规范,执法,环保
写入,0.2131,合法性,立法,社会
本,0.2131,合法性,立法,经济
们,0.213,规范,执法,科技
教师队伍,0.213,规范,司法,科技
移风易俗,0.2128,规范,守法,环保
性,0.2128,规范,立法,社会
警示,0.2128,规范,执法,政治
覆盖,0.2128,规范,执法,环保
得不到,0.2128,规范,司法,社会
中小学生,0.2127,规范,司法,社会
案,0.2127,规范,执法,国际
第四,0.2126,规范,司法,国际
信息,0.2125,规范,执法,科技
大学,0.2125,秩序,立法,科技
质量,0.2124,规范,执法,环保
不足,0.2124,规范,执法,科技
一边,0.2123,秩序,执法,国际
第六次,0.2122,规范,执法,经济
交通运输,0.2121,规范,执法,环保
各种,0.2121,规范,执法,国际
不法,0.2121,规范,司法,环保
正在,0.212,秩序,执法,科技
文献,0.2119,规范,立法,经济
建藏,0.2119,合法性,守法,科技
抵制,0.2119,秩序,守法,政治
处置,0.2119,规范,执法,环保
仲裁庭,0.2118,合法性,司法,国际
现象,0.2118,规范,执法,社会
优越性,0.2115,合法性,司法,经济
新闻,0.2115,规范,执法,国际
香港,0.2115,秩序,立法,国际
提高,0.2115,规范,守法,社会
生命安全,0.2114,秩序,执法,政治
历次,0.2114,合法性,立法,政治
爱港,0.2114,秩序,守法,政治
遵循,0.2113,规范,立法,政治
一致,0.2113,合法性,执法,国际
宪政,0.2113,合法性,立法,政治
前提,0.2113,秩序,立法,社会
具有,0.2113,合法性,司法,国际
合法权利,0.2113,合法性,司法,社会
大力提高,0.2113,规范,守法,科技
强有力,0.2112,合法性,司法,经济
广度,0.2112,合法性,立法,科技
